"","Name","Rk","Age","ORG","Highest_LVL","POS","Future_Role","Report","obs","word_count","sd","ave_sentiment"
"546","Blayne Enlow","18","20.9","MIN","A+","RHP",4,"Enlow has developed a pretty strong four-pitch mix in pro ball. His fastball sits in the mid-90s early in starts before settling in around 93. It’s more of a sinker/velo-centric fastball than one with bat-missing life, and the same goes for Enlow’s power, upper-80s changeup. The bat-misser in the arsenal is a cutter/slider in the upper-80s that has serious length when Enlow locates it to his glove side. He has a slower, two-planed slurve he can throw for strikes, but it isn’t an impact pitch. Right now he looks like a No. 4/5 starter, but there’s a No. 4 ceiling if the command beats our projections, which seems possible given Enlow’s age.",546,124,0.312235850755187,0.0483191023515522
"547","Yunior Severino","19","20.4","MIN","A","2B",4,"We have Severino projected as a three-true-outcomes middle infielder à la Rickie Weeks, or peak Mark Bellhorn and Dan Uggla. He’s a bulky (especially for 20) switch-hitter who takes giant, uppercut rips. He missed much of 2019 due to a thumb fracture (he suffered torn ligaments, as well), so he may start 2020 back at Cedar Rapids and need to perform to be promoted. The power/middle infield combo gives him ceiling, while the strikeouts and rapidly maturing frame also make him quite risky.",547,84,0.279927216733718,-0.288119259100987
"548","Luis Rijo","20","21.4","MIN","A+","RHP",4,"Part of Minnesota’s return from New York for Lance Lynn, Rijo is a hyper-efficient strike thrower whose curveball moves like a Wiffle ball, seemingly floating as it approaches the plate before it begins to bend and dive away from right-handed hitters. Because it’s a slower, loopy pitch, it may not miss bats against upper-level hitters, but it’s hard to square up because of how much depth it has, and Rijo locates it well. ",548,79,0.268681825023431,0.126600171351007
"549","Devin Smeltzer","21","24.4","MIN","MLB","LHP",4,"Mechanical funk, glove-side breaking ball command, and a viable changeup all enable Smeltzer to induce weak contact despite meager velocity. He worked in a multi-inning capacity at the big league level last year and projects to do so going forward.",549,42,0.408903877399544,0.0927426033502968
"550","Ben Rortvedt","22","22.4","MIN","AA","C",4,"Now that he’s a solid defender (he was not in high school), Rortvedt’s ball/strike recognition and strength-driven raw power give him a chance to play a prominent big league role if the two can work together. He can hit for power on pitches up and away from him (which he takes the other way), and, when he can catch up to them, on pitches down-and-in, which he golfs out to his pull side. Right now he looks more like a backup, but Rortvedt has tweaked his swing a bit since high school and perhaps more can be done so he’s not driving so much into the ground.",550,114,0.217887396938751,0.173839909973505
"551","Josh Winder","23","23.3","MIN","A","RHP",4,"Winder has some interesting rotation piece elements — a broad, square-shouldered, 6-foot-5 frame, a repeatable delivery, an arm slot that enables the fastball to compete in the zone — and the development of his secondaries will determine if he gets there or ends up in a lesser role. He was old for the Midwest League in 2019, but he was also a late Day Two pick out of a very small school, so we’re not discounting his numbers too much. He could be a four-pitch backend starter.",551,87,0.140811791463119,0.170077152123712
"552","Travis Blankenhorn","24","23.5","MIN","AA","2B",4,"He’s had some injury stuff and isn’t very mobile, but Blankenhorn now has a track record of hitting up through Double-A. He makes consistent, hard contact but without a lot of lift. You want to hide this guy at second base or left field and let him mash.",552,51,0.406168017243149,-0.109399793579149
"553","Spencer Steer","25","22.2","MIN","A","2B",4,"Steer is a slightly stiff, hit-over-power, muscular infielder from Oregon who the Twins took in the third round last summer. He projects into the late-career Asdrúbal Cabrera role, a bat-driven, multi-positional infielder.",553,38,0.0894208755108238,0.000730107453341559
"554","Akil Baddoo","26","21.5","MIN","A+","CF",4,"Baddoo has some promising physical ingredients — speed, raw power — seasoned by high walk rates. He missed most of 2019 because he needed Tommy John in mid-May. He lacks deft barrel accuracy, but Baddoo has run well above-average walk rates to this point and he may be able to get to most of his power by hunting the right pitches, even if his swing’s a little grooved. He’s tracking like a power/OBP fourth outfielder or platoon guy.",554,80,0.625751252913859,0.356735052445462
"555","LaMonte Wade","27","26.1","MIN","MLB","LF",4,"Wade intrigues as the larger half of a corner outfield platoon. He’s not exactly tooled up, but he walks a lot — more than he strikes out against right-handed pitchers, in fact — and he’ll make up for some of what he lacks in power with rangy, corner outfield defense. It’s not spectacular, but there’s a clear role here.",555,62,0.143903887946979,0.241666045730175
"556","Cody Stashak","28","25.7","MIN","MLB","RHP",4,"Stashak spent two years at Cumberland County College before heading to St. John’s, where he had one statistically middling season for the Red Storm. He got $100,00 on Day Three of the 2015 draft and reached Hi-A as a starter before two injuries forced a late-season move to the bullpen in 2017. Stashak’s fastball/breaking ball combo was very effective during that initial run out of the ‘pen, and the Twins left him there. He’s since had two dominant relief seasons, including very low walk rates for a reliever, while reaching Triple-A. The fastball plays in large part due to it’s vertical movement, and his breaking ball shape varies enough that it may be two different pitches, but for now he projects as a two-pitch reliever with a modern approach: fastballs up, breaking balls down.",556,140,0.17505120376568,0.0226435085841228
"557","Will Holland","29","21.8","MIN","R","2B",4,"Holland is the classic toolsy college player who hasn’t even put things together yet and performed. One scout called him a “bull in a china shop” defensively because while he has the physical ability to play all three up-the-middle positions, he lacks feel and instincts. Holland had lots of trouble hitting during his draft spring due in large part to tinkering with his mechanics, but he was a fringe first rounder before that, so he was a nice buy-low lottery ticket in the fifth round.",557,89,0.123658038198627,-0.0437979945462372
"558","Jorge Alcala","30","24.5","MIN","MLB","RHP",4,"As had long been prophesied, Alcala began transitioning to a relief role in the middle of 2019 and ended his season with a September sip of espresso in Minnesota’s bullpen. As you might expect, the move corresponded with a small jump in velo, as Alcala was 91-96 as a starter last year, then 94-97 out of the bullpen. He has set-up man stuff — the heater and a vertically-breaking power slider — but poor pitch execution will likely limit him to middle relief.",558,81,0.629199337125124,-0.221907313842055
